,images,brand
1555,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0642-798_zoom1.jpg,asics
1555,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0642-798_zoom2.jpg,asics
1555,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0642-798_zoom3.jpg,asics
1555,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0642-798_zoom4.jpg,asics
1557,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0642-544_zoom1.jpg,asics
1557,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0642-544_zoom2.jpg,asics
1557,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0642-544_zoom3.jpg,asics
1557,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0642-544_zoom4.jpg,asics
1557,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0642-544_zoom5.jpg,asics
1557,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0642-544_zoom6.jpg,asics
1558,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/HZM-0427-026_zoom1.jpg,nike
1558,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/HZM-0427-026_zoom2.jpg,nike
1558,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/HZM-0427-026_zoom3.jpg,nike
1558,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/HZM-0427-026_zoom4.jpg,nike
1558,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/HZM-0427-026_zoom5.jpg,nike
1559,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-1297-050_zoom1.jpg,fila
1559,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-1297-050_zoom2.jpg,fila
1559,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-1297-050_zoom3.jpg,fila
1559,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-1297-050_zoom4.jpg,fila
1560,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-1297-034_zoom1.jpg,fila
1560,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-1297-034_zoom2.jpg,fila
1560,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-1297-034_zoom3.jpg,fila
1560,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-1297-034_zoom4.jpg,fila
1563,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2827-444_zoom1.jpg,fila
1563,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2827-444_zoom2.jpg,fila
1563,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2827-444_zoom3.jpg,fila
1563,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2827-444_zoom4.jpg,fila
1564,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-328_zoom1.jpg,nike
1564,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-328_zoom2.jpg,nike
1564,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-328_zoom3.jpg,nike
1564,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-328_zoom4.jpg,nike
1565,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-847_zoom1.jpg,nike
1565,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-847_zoom2.jpg,nike
1565,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-847_zoom3.jpg,nike
1565,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-847_zoom4.jpg,nike
1566,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-876_zoom1.jpg,nike
1566,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-876_zoom2.jpg,nike
1566,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-876_zoom3.jpg,nike
1566,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-876_zoom4.jpg,nike
1566,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-876_zoom5.jpg,nike
1566,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-876_zoom6.jpg,nike
1567,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-776_zoom1.jpg,nike
1567,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-776_zoom2.jpg,nike
1567,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-776_zoom3.jpg,nike
1567,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-776_zoom4.jpg,nike
1567,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-776_zoom5.jpg,nike
1568,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-252_zoom1.jpg,nike
1568,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-252_zoom2.jpg,nike
1568,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-252_zoom3.jpg,nike
1568,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-252_zoom4.jpg,nike
1568,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-252_zoom5.jpg,nike
1569,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-340_zoom1.jpg,nike
1569,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-340_zoom2.jpg,nike
1569,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-340_zoom4.jpg,nike
1569,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-340_zoom5.jpg,nike
1571,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2758-002_zoom1.jpg,fila
1571,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2758-002_zoom2.jpg,fila
1571,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2758-002_zoom3.jpg,fila
1571,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2758-002_zoom4.jpg,fila
1572,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2758-068_zoom1.jpg,fila
1572,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2758-068_zoom2.jpg,fila
1572,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2758-068_zoom3.jpg,fila
1572,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2758-068_zoom4.jpg,fila
1573,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-240_zoom1.jpg,nike
1573,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-240_zoom2.jpg,nike
1573,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-240_zoom3.jpg,nike
1573,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-240_zoom4.jpg,nike
1573,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-240_zoom5.jpg,nike
1573,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D12-9111-240_zoom6.jpg,nike
1575,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0471-926_zoom1.jpg,mizuno
1575,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0471-926_zoom2.jpg,mizuno
1575,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0471-926_zoom3.jpg,mizuno
1575,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0471-926_zoom4.jpg,mizuno
1580,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D14-6403-244_zoom1.jpg,puma
1580,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D14-6403-244_zoom2.jpg,puma
1580,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D14-6403-244_zoom3.jpg,puma
1580,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D14-6403-244_zoom4.jpg,puma
1581,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D14-6403-006_zoom1.jpg,puma
1582,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D14-6403-114_zoom1.jpg,puma
1582,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D14-6403-114_zoom2.jpg,puma
1582,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D14-6403-114_zoom3.jpg,puma
1582,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D14-6403-114_zoom4.jpg,puma
1583,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D14-6403-028_zoom1.jpg,puma
1585,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-2010-778_zoom1.jpg,olympikus
1585,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-2010-778_zoom2.jpg,olympikus
1585,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-2010-778_zoom3.jpg,olympikus
1585,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-2010-778_zoom4.jpg,olympikus
1593,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-1326-216_zoom1.jpg,olympikus
1593,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-1326-216_zoom2.jpg,olympikus
1593,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-1326-216_zoom3.jpg,olympikus
1593,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-1326-216_zoom4.jpg,olympikus
1593,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-1326-216_zoom1.jpg,olympikus
1593,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-1326-216_zoom2.jpg,olympikus
1593,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-1326-216_zoom3.jpg,olympikus
1593,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-1326-216_zoom4.jpg,olympikus
1594,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-1326-156_zoom1.jpg,olympikus
1594,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-1326-156_zoom2.jpg,olympikus
1594,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-1326-156_zoom3.jpg,olympikus
1594,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-1326-156_zoom4.jpg,olympikus
1606,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-926_zoom1.jpg,mizuno
1606,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-926_zoom2.jpg,mizuno
1606,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-926_zoom3.jpg,mizuno
1606,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-926_zoom4.jpg,mizuno
1607,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-997_zoom1.jpg,mizuno
1607,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-997_zoom2.jpg,mizuno
1607,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-997_zoom3.jpg,mizuno
1607,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-997_zoom4.jpg,mizuno
1607,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-997_zoom5.jpg,mizuno
1608,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-364_zoom1.jpg,mizuno
1608,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-364_zoom2.jpg,mizuno
1608,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-364_zoom3.jpg,mizuno
1608,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-364_zoom4.jpg,mizuno
1609,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-791_zoom1.jpg,mizuno
1609,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-791_zoom2.jpg,mizuno
1609,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-791_zoom3.jpg,mizuno
1609,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-791_zoom4.jpg,mizuno
1609,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-791_zoom5.jpg,mizuno
1609,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-791_zoom6.jpg,mizuno
1610,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-794_zoom1.jpg,mizuno
1610,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-794_zoom2.jpg,mizuno
1610,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-794_zoom3.jpg,mizuno
1610,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-794_zoom4.jpg,mizuno
1611,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-292_zoom1.jpg,mizuno
1611,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-292_zoom2.jpg,mizuno
1611,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-292_zoom3.jpg,mizuno
1611,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-292_zoom4.jpg,mizuno
1612,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-234_zoom1.jpg,mizuno
1612,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-234_zoom2.jpg,mizuno
1612,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-234_zoom3.jpg,mizuno
1612,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-234_zoom4.jpg,mizuno
1612,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-234_zoom5.jpg,mizuno
1612,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-234_zoom6.jpg,mizuno
1612,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-234_zoom7.jpg,mizuno
1613,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-1804-146_zoom1.jpg,olympikus
1613,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-1804-146_zoom2.jpg,olympikus
1613,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-1804-146_zoom3.jpg,olympikus
1613,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D22-1804-146_zoom4.jpg,olympikus
1614,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-084_zoom1.jpg,mizuno
1614,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-084_zoom2.jpg,mizuno
1614,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-084_zoom3.jpg,mizuno
1614,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-084_zoom4.jpg,mizuno
1615,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-189_zoom1.jpg,mizuno
1615,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-189_zoom2.jpg,mizuno
1615,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-189_zoom3.jpg,mizuno
1615,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-189_zoom4.jpg,mizuno
1616,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-146_zoom1.jpg,mizuno
1616,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-146_zoom2.jpg,mizuno
1616,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-146_zoom3.jpg,mizuno
1616,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0470-146_zoom4.jpg,mizuno
1617,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-038_zoom1.jpg,mizuno
1617,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-038_zoom2.jpg,mizuno
1617,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-038_zoom3.jpg,mizuno
1617,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-038_zoom4.jpg,mizuno
1618,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1957-189_zoom1.jpg,mizuno
1618,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1957-189_zoom2.jpg,mizuno
1618,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1957-189_zoom3.jpg,mizuno
1618,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1957-189_zoom4.jpg,mizuno
1618,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1957-189_zoom5.jpg,mizuno
1619,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-152_zoom1.jpg,mizuno
1619,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-152_zoom2.jpg,mizuno
1619,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-152_zoom3.jpg,mizuno
1619,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-152_zoom4.jpg,mizuno
1619,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-152_zoom5.jpg,mizuno
1619,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-152_zoom6.jpg,mizuno
1622,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-086_zoom1.jpg,mizuno
1622,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-086_zoom2.jpg,mizuno
1622,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-086_zoom3.jpg,mizuno
1622,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-086_zoom4.jpg,mizuno
1622,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-086_zoom5.jpg,mizuno
1622,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-086_zoom6.jpg,mizuno
1624,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1957-146_zoom1.jpg,mizuno
1624,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1957-146_zoom2.jpg,mizuno
1624,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1957-146_zoom3.jpg,mizuno
1624,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1957-146_zoom4.jpg,mizuno
1625,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-997_zoom1.jpg,mizuno
1625,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-997_zoom2.jpg,mizuno
1625,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-997_zoom3.jpg,mizuno
1625,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-0479-997_zoom4.jpg,mizuno
1626,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-794_zoom1.jpg,mizuno
1626,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-794_zoom2.jpg,mizuno
1626,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-794_zoom3.jpg,mizuno
1626,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-794_zoom4.jpg,mizuno
1627,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-791_zoom1.jpg,mizuno
1627,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-791_zoom2.jpg,mizuno
1627,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-791_zoom3.jpg,mizuno
1627,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-791_zoom4.jpg,mizuno
1628,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2755-128_zoom1.jpg,fila
1628,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2755-128_zoom2.jpg,fila
1628,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2755-128_zoom3.jpg,fila
1628,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2755-128_zoom4.jpg,fila
1629,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-926_zoom1.jpg,mizuno
1629,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-926_zoom2.jpg,mizuno
1629,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-926_zoom3.jpg,mizuno
1629,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-926_zoom4.jpg,mizuno
1630,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-187_zoom1.jpg,mizuno
1630,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-187_zoom2.jpg,mizuno
1630,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-187_zoom3.jpg,mizuno
1630,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-187_zoom4.jpg,mizuno
1631,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-234_zoom1.jpg,mizuno
1631,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-234_zoom2.jpg,mizuno
1631,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-234_zoom3.jpg,mizuno
1631,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-1142-234_zoom4.jpg,mizuno
1641,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-778_zoom1.jpg,asics
1641,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-778_zoom2.jpg,asics
1641,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-778_zoom3.jpg,asics
1641,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-778_zoom4.jpg,asics
1642,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-252_zoom1.jpg,asics
1642,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-252_zoom2.jpg,asics
1642,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-252_zoom3.jpg,asics
1642,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-252_zoom4.jpg,asics
1643,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-004_zoom1.jpg,asics
1643,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-004_zoom2.jpg,asics
1643,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-004_zoom3.jpg,asics
1643,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-004_zoom4.jpg,asics
1644,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-474_zoom1.jpg,asics
1644,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-474_zoom2.jpg,asics
1644,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-474_zoom3.jpg,asics
1644,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-474_zoom4.jpg,asics
1645,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-794_zoom1.jpg,asics
1645,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-794_zoom2.jpg,asics
1645,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-794_zoom3.jpg,asics
1645,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-794_zoom4.jpg,asics
1647,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-198_zoom1.jpg,asics
1647,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-198_zoom2.jpg,asics
1647,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-198_zoom3.jpg,asics
1647,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-198_zoom4.jpg,asics
1648,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-064_zoom1.jpg,asics
1648,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-064_zoom2.jpg,asics
1648,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-064_zoom3.jpg,asics
1648,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-064_zoom4.jpg,asics
1648,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-064_zoom5.jpg,asics
1649,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-006_zoom1.jpg,asics
1649,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-006_zoom2.jpg,asics
1649,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-006_zoom3.jpg,asics
1649,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-006_zoom4.jpg,asics
1650,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-4343-206_zoom1.jpg,asics
1650,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-4343-206_zoom2.jpg,asics
1650,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-4343-206_zoom3.jpg,asics
1650,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-4343-206_zoom4.jpg,asics
1650,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-4343-206_zoom5.jpg,asics
1651,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-058_zoom1.jpg,asics
1651,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-058_zoom2.jpg,asics
1651,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-058_zoom3.jpg,asics
1651,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-3015-058_zoom4.jpg,asics
1652,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-4343-793_zoom1.jpg,asics
1652,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-4343-793_zoom2.jpg,asics
1652,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-4343-793_zoom3.jpg,asics
1652,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-4343-793_zoom4.jpg,asics
1653,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-4343-036_zoom1.jpg,asics
1653,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-4343-036_zoom2.jpg,asics
